"Name";"DisplayName";"Description";"Group";"Enabled";"Profile";"Platform";"Direction";"Action";"EdgeTraversalPolicy";"LooseSourceMapping";"LocalOnlyMapping";"Owner";"LocalAddress";"RemoteAddress";"Protocol";"LocalPort";"RemotePort";"IcmpType";"DynamicTarget";"Program";"Package";"Service";"InterfaceAlias";"InterfaceType";"LocalUser";"RemoteUser";"RemoteMachine";"Authentication";"Encryption";"OverrideBlockRules"
"Microsoft-Windows-HomeGroup-ProvSvc-TCP3587-Out";"Groupement résidentiel sortant";"Autoriser le Groupement résidentiel sortant 3587";"@%systemroot%\system32\provsvc.dll,-202";"False";"Private";"";"Outbound";"Allow";"Block";"False";"False";;"Any";"LocalSubnet";"TCP";"Any";"3587";"Any";"Any";"%SystemRoot%\system32\svchost.exe";;"p2psvc";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"Microsoft-Windows-HomeGroup-ProvSvc-UDP3540-In";"Groupement résidentiel entrant (PNRP)";"Autoriser le Groupement résidentiel entrant 3540 (PNRP)";"@%systemroot%\system32\provsvc.dll,-202";"False";"Private";"";"Inbound";"Allow";"Block";"False";"False";;"Any";"LocalSubnet";"UDP";"3540";"Any";"Any";"Any";"%SystemRoot%\system32\svchost.exe";;"pnrpsvc";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"Microsoft-Windows-HomeGroup-ProvSvc-UDP3540-Out";"Groupement résidentiel sortant (PNRP)";"Autoriser le groupement résidentiel sortant 3540 (PNRP)";"@%systemroot%\system32\provsvc.dll,-202";"False";"Private";"";"Outbound";"Allow";"Block";"False";"False";;"Any";"LocalSubnet";"UDP";"Any";"3540";"Any";"Any";"%SystemRoot%\system32\svchost.exe";;"pnrpsvc";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"SSTP-IN-TCP";"Protocole SSTP (SSTP-In)";"Règle de trafic entrant autorisant le trafic HTTPS du protocole SSTP (Secure Socket Tunneling Protocol). [TCP 443]";"@sstpsvc.dll,-35001";"False";"Any";"";"Inbound";"Allow";"Block";"False";"False";;"Any";"Any";"TCP";"443";"Any";"Any";"Any";"System";;"Any";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"Microsoft-Windows-Unified-Telemetry-Client";"Expériences des utilisateurs connectés et télémétrie";"Trafic sortant unifié de client de télémétrie";"DiagTrack";"True";"Any";"";"Outbound";"Allow";"Block";"False";"False";;"Any";"Any";"TCP";"Any";"443";"Any";"Any";"%SystemRoot%\system32\svchost.exe";;"DiagTrack";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"Microsoft-Windows-WLANSvc-ASP-CP-In";"Protocole de coordination ASP WFD (UDP-In)";"Règle entrante du service WLAN autorisant le protocole de coordination pour les sessions WFD Service [UDP 7235]";"@wlansvc.dll,-36864";"True";"Any";"";"Inbound";"Allow";"Block";"False";"False";;"Any";"LocalSubnet";"UDP";"7235";"7235";"Any";"Any";"%SystemRoot%\system32\svchost.exe";;"WlanSvc";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"Microsoft-Windows-WLANSvc-ASP-CP-Out";"Protocole de coordination ASP WFD (UDP-Out)";"Règle sortante du service WLAN autorisant le protocole de coordination pour les sessions WFD Service [UDP 7235]";"@wlansvc.dll,-36864";"True";"Any";"";"Outbound";"Allow";"Block";"False";"False";;"Any";"LocalSubnet";"UDP";"7235";"7235";"Any";"Any";"%SystemRoot%\system32\svchost.exe";;"WlanSvc";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"WMP-In-UDP-x86";"Lecteur Windows Media x86 (Trafic entrant UDP)";"Règle de trafic entrant pour que le Lecteur Windows Media autorise le flux de média UDP. [UDP]";"@FirewallAPI.dll,-31002";"False";"Any";"";"Inbound";"Allow";"Block";"False";"False";;"Any";"Any";"UDP";"Any";"Any";"Any";"Any";"%ProgramFiles(x86)%\Windows Media Player\wmplayer.exe";;"Any";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"WMP-Out-UDP-x86";"Lecteur Windows Media x86 (Trafic sortant UDP)";"Règle de trafic sortant pour que le Lecteur Windows Media autorise le flux de média UDP. [UDP]";"@FirewallAPI.dll,-31002";"False";"Any";"";"Outbound";"Allow";"Block";"False";"False";;"Any";"Any";"UDP";"Any";"Any";"Any";"Any";"%ProgramFiles(x86)%\Windows Media Player\wmplayer.exe";;"Any";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"WMP-Out-TCP-x86";"Lecteur Windows Media x86 (Trafic sortant TCP)";"Règle de trafic sortant pour que le Lecteur Windows Media autorise le flux de média TCP/HTTP. [TCP]";"@FirewallAPI.dll,-31002";"False";"Any";"";"Outbound";"Allow";"Block";"False";"False";;"Any";"Any";"TCP";"Any";"Any";"Any";"Any";"%ProgramFiles(x86)%\Windows Media Player\wmplayer.exe";;"Any";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"WMP-In-UDP";"Lecteur Windows Media (UDP-Entrée)";"Règle de trafic entrant pour que le Lecteur Windows Media autorise le flux de média UDP. [UDP]";"@FirewallAPI.dll,-31002";"False";"Any";"";"Inbound";"Allow";"Block";"False";"False";;"Any";"Any";"UDP";"Any";"Any";"Any";"Any";"%ProgramFiles%\Windows Media Player\wmplayer.exe";;"Any";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"WMP-Out-UDP";"Lecteur Windows Media (UDP-Sortie)";"Règle de trafic sortant pour que le Lecteur Windows Media autorise le flux de média UDP. [UDP]";"@FirewallAPI.dll,-31002";"False";"Any";"";"Outbound";"Allow";"Block";"False";"False";;"Any";"Any";"UDP";"Any";"Any";"Any";"Any";"%ProgramFiles%\Windows Media Player\wmplayer.exe";;"Any";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"WMP-Out-TCP";"Lecteur Windows Media (TCP-Sortie)";"Règle de trafic sortant pour que le Lecteur Windows Media autorise le flux de média TCP/HTTP. [TCP]";"@FirewallAPI.dll,-31002";"False";"Any";"";"Outbound";"Allow";"Block";"False";"False";;"Any";"Any";"TCP";"Any";"Any";"Any";"Any";"%ProgramFiles%\Windows Media Player\wmplayer.exe";;"Any";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"WMPNSS-QWave-In-UDP-NoScope";"Service de partage réseau du Lecteur Windows Media (qWave-UDP-Entrée)";"Règle de trafic entrant pour le service de partage réseau du Lecteur Windows Media pour autoriser l’utilisation du service qWave (Quality Windows Audio Video Experience). [UDP 2177]";"@FirewallAPI.dll,-31252";"False";"Domain";"";"Inbound";"Allow";"Block";"False";"False";;"Any";"Any";"UDP";"2177";"Any";"Any";"Any";"%SystemRoot%\system32\svchost.exe";;"Qwave";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"WMPNSS-QWave-Out-UDP-NoScope";"Service de partage réseau du Lecteur Windows Media (qWave-UDP-Sortie)";"Règle de trafic sortant pour le service de partage réseau du Lecteur Windows Media pour autoriser l’utilisation du service qWave (Quality Windows Audio Video Experience). [UDP 2177]";"@FirewallAPI.dll,-31252";"False";"Domain";"";"Outbound";"Allow";"Block";"False";"False";;"Any";"Any";"UDP";"Any";"2177";"Any";"Any";"%SystemRoot%\system32\svchost.exe";;"Qwave";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"WMPNSS-QWave-In-TCP-NoScope";"Service de partage réseau du Lecteur Windows Media (qWave-TCP-Entrée)";"Règle de trafic entrant pour le service de partage réseau du Lecteur Windows Media pour autoriser l’utilisation du service qWave (Quality Windows Audio Video Experience). [TCP 2177]";"@FirewallAPI.dll,-31252";"False";"Domain";"";"Inbound";"Allow";"Block";"False";"False";;"Any";"Any";"TCP";"2177";"Any";"Any";"Any";"%SystemRoot%\system32\svchost.exe";;"Qwave";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"WMPNSS-QWave-Out-TCP-NoScope";"Service de partage réseau du Lecteur Windows Media (qWave-TCP-Sortie)";"Règle de trafic sortant pour le service de partage réseau du Lecteur Windows Media pour autoriser l’utilisation du service qWave (Quality Windows Audio Video Experience). [TCP 2177]";"@FirewallAPI.dll,-31252";"False";"Domain";"";"Outbound";"Allow";"Block";"False";"False";;"Any";"Any";"TCP";"Any";"2177";"Any";"Any";"%SystemRoot%\system32\svchost.exe";;"Qwave";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"WMPNSS-HTTPSTR-In-TCP-NoScope";"Service de partage réseau du Lecteur Windows Media (HTTP-Diffusion en continu-Entrée)";"Règle de trafic entrant pour le service de partage réseau du Lecteur Windows Media pour autoriser l’utilisation du flux de média HTTP. [TCP 10243]";"@FirewallAPI.dll,-31252";"False";"Domain";"";"Inbound";"Allow";"Block";"False";"False";;"Any";"Any";"TCP";"10243";"Any";"Any";"Any";"System";;"Any";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"WMPNSS-HTTPSTR-Out-TCP-NoScope";"Service de partage réseau du Lecteur Windows Media (HTTP-Diffusion en continu-Sortie)";"Règle de trafic sortant pour le service de partage réseau du Lecteur Windows Media pour autoriser l’utilisation du flux de média HTTP. [TCP 10243]";"@FirewallAPI.dll,-31252";"False";"Domain";"";"Outbound";"Allow";"Block";"False";"False";;"Any";"Any";"TCP";"Any";"10243";"Any";"Any";"System";;"Any";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"WMPNSS-WMP-In-UDP-NoScope";"Service de partage réseau du Lecteur Windows Media (Diffusion en continu-UDP-Entrée)";"Règle de trafic entrant pour que le Lecteur Windows Media autorise le flux de média UDP. [UDP]";"@FirewallAPI.dll,-31252";"False";"Domain";"";"Inbound";"Allow";"Block";"False";"False";;"Any";"Any";"UDP";"Any";"Any";"Any";"Any";"%ProgramFiles%\Windows Media Player\wmplayer.exe";;"Any";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"WMPNSS-WMP-Out-UDP-NoScope";"Service de partage réseau du Lecteur Windows Media (Diffusion en continu-UDP-Sortie)";"Règle de trafic sortant pour que le Lecteur Windows Media autorise le flux de média UDP. [UDP]";"@FirewallAPI.dll,-31252";"False";"Domain";"";"Outbound";"Allow";"Block";"False";"False";;"Any";"Any";"UDP";"Any";"Any";"Any";"Any";"%ProgramFiles%\Windows Media Player\wmplayer.exe";;"Any";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"WMPNSS-WMP-Out-TCP-NoScope";"Service de partage réseau du Lecteur Windows Media (Diffusion en continu-TCP-Sortie)";"Règle de trafic sortant pour que le Lecteur Windows Media autorise le flux de média TCP/HTTP. [TCP]";"@FirewallAPI.dll,-31252";"False";"Domain";"";"Outbound";"Allow";"Block";"False";"False";;"Any";"Any";"TCP";"Any";"Any";"Any";"Any";"%ProgramFiles%\Windows Media Player\wmplayer.exe";;"Any";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"WMPNSS-In-UDP-NoScope";"Service de partage réseau du Lecteur Windows Media (UDP-Entrée)";"Règle de trafic entrant pour le service de partage réseau du Lecteur Windows Media pour autoriser le partage du trafic. [UDP]";"@FirewallAPI.dll,-31252";"False";"Domain";"";"Inbound";"Allow";"Block";"False";"False";;"Any";"Any";"UDP";"Any";"Any";"Any";"Any";"%ProgramFiles%\Windows Media Player\wmpnetwk.exe";;"Any";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"WMPNSS-Out-UDP-NoScope";"Service de partage réseau du Lecteur Windows Media (UDP-Sortie)";"Règle de trafic sortant pour le service de partage réseau du Lecteur Windows Media pour autoriser le partage du trafic. [UDP]";"@FirewallAPI.dll,-31252";"False";"Domain";"";"Outbound";"Allow";"Block";"False";"False";;"Any";"Any";"UDP";"Any";"Any";"Any";"Any";"%ProgramFiles%\Windows Media Player\wmpnetwk.exe";;"Any";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"WMPNSS-In-TCP-NoScope";"Service de partage réseau du Lecteur Windows Media (TCP-Entrée)";"Règle de trafic entrant pour le service de partage réseau du Lecteur Windows Media pour autoriser le partage du trafic. [TCP]";"@FirewallAPI.dll,-31252";"False";"Domain";"";"Inbound";"Allow";"Block";"False";"False";;"Any";"Any";"TCP";"Any";"Any";"Any";"Any";"%ProgramFiles%\Windows Media Player\wmpnetwk.exe";;"Any";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"WMPNSS-Out-TCP-NoScope";"Service de partage réseau du Lecteur Windows Media (TCP-Sortie)";"Règle de trafic sortant pour le service de partage réseau du Lecteur Windows Media pour autoriser le partage du trafic. [TCP]";"@FirewallAPI.dll,-31252";"False";"Domain";"";"Outbound";"Allow";"Block";"False";"False";;"Any";"Any";"TCP";"Any";"Any";"Any";"Any";"%ProgramFiles%\Windows Media Player\wmpnetwk.exe";;"Any";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"WMPNSS-QWave-In-UDP";"Service de partage réseau du Lecteur Windows Media (qWave-UDP-Entrée)";"Règle de trafic entrant pour le service de partage réseau du Lecteur Windows Media pour autoriser l’utilisation du service qWave (Quality Windows Audio Video Experience). [UDP 2177]";"@FirewallAPI.dll,-31252";"False";"Private, Public";"";"Inbound";"Allow";"Block";"False";"False";;"Any";"LocalSubnet";"UDP";"2177";"Any";"Any";"Any";"%SystemRoot%\system32\svchost.exe";;"Qwave";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"WMPNSS-QWave-Out-UDP";"Service de partage réseau du Lecteur Windows Media (qWave-UDP-Sortie)";"Règle de trafic sortant pour le service de partage réseau du Lecteur Windows Media pour autoriser l’utilisation du service qWave (Quality Windows Audio Video Experience). [UDP 2177]";"@FirewallAPI.dll,-31252";"False";"Private, Public";"";"Outbound";"Allow";"Block";"False";"False";;"Any";"LocalSubnet";"UDP";"Any";"2177";"Any";"Any";"%SystemRoot%\system32\svchost.exe";;"Qwave";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"WMPNSS-QWave-In-TCP";"Service de partage réseau du Lecteur Windows Media (qWave-TCP-Entrée)";"Règle de trafic entrant pour le service de partage réseau du Lecteur Windows Media pour autoriser l’utilisation du service qWave (Quality Windows Audio Video Experience). [TCP 2177]";"@FirewallAPI.dll,-31252";"False";"Private, Public";"";"Inbound";"Allow";"Block";"False";"False";;"Any";"LocalSubnet";"TCP";"2177";"Any";"Any";"Any";"%SystemRoot%\system32\svchost.exe";;"Qwave";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"WMPNSS-QWave-Out-TCP";"Service de partage réseau du Lecteur Windows Media (qWave-TCP-Sortie)";"Règle de trafic sortant pour le service de partage réseau du Lecteur Windows Media pour autoriser l’utilisation du service qWave (Quality Windows Audio Video Experience). [TCP 2177]";"@FirewallAPI.dll,-31252";"False";"Private, Public";"";"Outbound";"Allow";"Block";"False";"False";;"Any";"LocalSubnet";"TCP";"Any";"2177";"Any";"Any";"%SystemRoot%\system32\svchost.exe";;"Qwave";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"WMPNSS-SSDPSrv-In-UDP";"Service de partage réseau du Lecteur Windows Media (SSDP-Entrée)";"Règle de trafic entrant pour le service de partage réseau du Lecteur Windows Media pour autoriser l’utilisation du protocole SSDP (Simple Service Discovery Protocol). [UDP 1900]";"@FirewallAPI.dll,-31252";"False";"Any";"";"Inbound";"Allow";"Block";"False";"False";;"Any";"LocalSubnet";"UDP";"1900";"Any";"Any";"Any";"%SystemRoot%\system32\svchost.exe";;"ssdpsrv";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"WMPNSS-SSDPSrv-Out-UDP";"Service de partage réseau du Lecteur Windows Media (SSDP-Sortie)";"Règle de trafic sortant pour le service de partage réseau du Lecteur Windows Media pour autoriser l’utilisation du protocole SSDP (Simple Service Discovery Protocol). [UDP 1900]";"@FirewallAPI.dll,-31252";"False";"Any";"";"Outbound";"Allow";"Block";"False";"False";;"Any";"LocalSubnet";"UDP";"Any";"1900";"Any";"Any";"%SystemRoot%\system32\svchost.exe";;"ssdpsrv";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"WMPNSS-UPnPHost-In-TCP";"Service de partage réseau du Lecteur Windows Media (UPnP-Entrée)";"Règle de trafic entrant pour le service de partage réseau du Lecteur Windows Media pour autoriser l’utilisation du Plug-and-Play universel. [TCP 2869]";"@FirewallAPI.dll,-31252";"False";"Any";"";"Inbound";"Allow";"Block";"False";"False";;"Any";"LocalSubnet";"TCP";"2869";"Any";"Any";"Any";"System";;"Any";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"WMPNSS-UPnPHost-Out-TCP";"Service de partage réseau du Lecteur Windows Media (UPnP-Sortie)";"Règle de trafic sortant pour le service Partage réseau du Lecteur Windows Media qui autorise l’utilisation de périphériques Plug-and-Play universels [TCP]";"@FirewallAPI.dll,-31252";"False";"Any";"";"Outbound";"Allow";"Block";"False";"False";;"Any";"LocalSubnet";"TCP";"Any";"Any";"Any";"Any";"System";;"Any";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"WMPNSS-HTTPSTR-In-TCP";"Service de partage réseau du Lecteur Windows Media (HTTP-Diffusion en continu-Entrée)";"Règle de trafic entrant pour le service de partage réseau du Lecteur Windows Media pour autoriser l’utilisation du flux de média HTTP. [TCP 10243]";"@FirewallAPI.dll,-31252";"False";"Private, Public";"";"Inbound";"Allow";"Block";"False";"False";;"Any";"LocalSubnet";"TCP";"10243";"Any";"Any";"Any";"System";;"Any";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"WMPNSS-HTTPSTR-Out-TCP";"Service de partage réseau du Lecteur Windows Media (HTTP-Diffusion en continu-Sortie)";"Règle de trafic sortant pour le service de partage réseau du Lecteur Windows Media pour autoriser l’utilisation du flux de média HTTP. [TCP 10243]";"@FirewallAPI.dll,-31252";"False";"Private, Public";"";"Outbound";"Allow";"Block";"False";"False";;"Any";"LocalSubnet";"TCP";"Any";"10243";"Any";"Any";"System";;"Any";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"WMPNSS-WMP-In-UDP";"Service de partage réseau du Lecteur Windows Media (Diffusion en continu-UDP-Entrée)";"Règle de trafic entrant pour que le Lecteur Windows Media autorise le flux de média UDP. [UDP]";"@FirewallAPI.dll,-31252";"False";"Private, Public";"";"Inbound";"Allow";"Block";"False";"False";;"Any";"LocalSubnet";"UDP";"Any";"Any";"Any";"Any";"%ProgramFiles%\Windows Media Player\wmplayer.exe";;"Any";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"WMPNSS-WMP-Out-UDP";"Service de partage réseau du Lecteur Windows Media (Diffusion en continu-UDP-Sortie)";"Règle de trafic sortant pour que le Lecteur Windows Media autorise le flux de média UDP. [UDP]";"@FirewallAPI.dll,-31252";"False";"Private, Public";"";"Outbound";"Allow";"Block";"False";"False";;"Any";"LocalSubnet";"UDP";"Any";"Any";"Any";"Any";"%ProgramFiles%\Windows Media Player\wmplayer.exe";;"Any";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"WMPNSS-WMP-Out-TCP";"Service de partage réseau du Lecteur Windows Media (Diffusion en continu-TCP-Sortie)";"Règle de trafic sortant pour que le Lecteur Windows Media autorise le flux de média TCP/HTTP. [TCP]";"@FirewallAPI.dll,-31252";"False";"Private, Public";"";"Outbound";"Allow";"Block";"False";"False";;"Any";"LocalSubnet";"TCP";"Any";"Any";"Any";"Any";"%ProgramFiles%\Windows Media Player\wmplayer.exe";;"Any";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"WMPNSS-In-UDP";"Service de partage réseau du Lecteur Windows Media (UDP-Entrée)";"Règle de trafic entrant pour le service de partage réseau du Lecteur Windows Media pour autoriser le partage du trafic. [UDP]";"@FirewallAPI.dll,-31252";"False";"Private, Public";"";"Inbound";"Allow";"Block";"False";"False";;"Any";"LocalSubnet";"UDP";"Any";"Any";"Any";"Any";"%ProgramFiles%\Windows Media Player\wmpnetwk.exe";;"Any";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"WMPNSS-Out-UDP";"Service de partage réseau du Lecteur Windows Media (UDP-Sortie)";"Règle de trafic sortant pour le service de partage réseau du Lecteur Windows Media pour autoriser le partage du trafic. [UDP]";"@FirewallAPI.dll,-31252";"False";"Private, Public";"";"Outbound";"Allow";"Block";"False";"False";;"Any";"LocalSubnet";"UDP";"Any";"Any";"Any";"Any";"%ProgramFiles%\Windows Media Player\wmpnetwk.exe";;"Any";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"WMPNSS-In-TCP";"Service de partage réseau du Lecteur Windows Media (TCP-Entrée)";"Règle de trafic entrant pour le service de partage réseau du Lecteur Windows Media pour autoriser le partage du trafic. [TCP]";"@FirewallAPI.dll,-31252";"False";"Private, Public";"";"Inbound";"Allow";"Block";"False";"False";;"Any";"LocalSubnet";"TCP";"Any";"Any";"Any";"Any";"%ProgramFiles%\Windows Media Player\wmpnetwk.exe";;"Any";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"WMPNSS-Out-TCP";"Service de partage réseau du Lecteur Windows Media (TCP-Sortie)";"Règle de trafic sortant pour le service de partage réseau du Lecteur Windows Media pour autoriser le partage du trafic. [TCP]";"@FirewallAPI.dll,-31252";"False";"Private, Public";"";"Outbound";"Allow";"Block";"False";"False";;"Any";"LocalSubnet";"TCP";"Any";"Any";"Any";"Any";"%ProgramFiles%\Windows Media Player\wmpnetwk.exe";;"Any";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"WMPNSS-UPnP-Out-TCP";"Service Partage réseau du Lecteur Windows Media (Trafic sortant sur l’hôte du périphérique Plug-and-Play universel)";"Règle de trafic sortant pour le service Partage réseau du Lecteur Windows Media qui autorise l’utilisation de périphériques Plug-and-Play universels [TCP]";"@FirewallAPI.dll,-31252";"False";"Any";"";"Outbound";"Allow";"Block";"False";"False";;"Any";"LocalSubnet";"TCP";"Any";"Any";"Any";"Any";"%SystemRoot%\system32\svchost.exe";;"upnphost";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"WPDMTP-Out-TCP-NoScope";"Périphériques mobiles sans fil (TCP-Sortie)";"Règle de trafic sortant pour les périphériques mobiles sans fil pour autoriser l’utilisation du cadre pour pilotes Windows en mode utilisateur. [TCP]";"@FirewallAPI.dll,-30502";"False";"Domain";"";"Outbound";"Allow";"Block";"False";"False";;"Any";"Any";"TCP";"Any";"15740";"Any";"Any";"%SystemRoot%\system32\wudfhost.exe";;"Any";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"WPDMTP-Out-TCP";"Périphériques mobiles sans fil (TCP-Sortie)";"Règle de trafic sortant pour les périphériques mobiles sans fil pour autoriser l’utilisation du cadre pour pilotes Windows en mode utilisateur. [TCP]";"@FirewallAPI.dll,-30502";"False";"Private, Public";"";"Outbound";"Allow";"Block";"False";"False";;"Any";"LocalSubnet";"TCP";"Any";"15740";"Any";"Any";"%SystemRoot%\system32\wudfhost.exe";;"Any";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"WPDMTP-SSDPSrv-In-UDP";"Périphériques mobiles sans fil (SSDP-Entrée)";"Règle de trafic entrant pour les périphériques mobiles sans fil pour autoriser l’utilisation du protocole SSDP (Simple Service Discovery Protocol). [UDP 1900]";"@FirewallAPI.dll,-30502";"False";"Any";"";"Inbound";"Allow";"Block";"False";"False";;"Any";"LocalSubnet";"UDP";"1900";"Any";"Any";"Any";"%SystemRoot%\system32\svchost.exe";;"Ssdpsrv";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"WPDMTP-SSDPSrv-Out-UDP";"Périphériques mobiles sans fil (SSDP-Sortie)";"Règle de trafic sortant pour les périphériques mobiles sans fil pour autoriser l’utilisation du protocole SSDP (Simple Service Discovery Protocol). [UDP 1900]";"@FirewallAPI.dll,-30502";"False";"Any";"";"Outbound";"Allow";"Block";"False";"False";;"Any";"LocalSubnet";"UDP";"Any";"1900";"Any";"Any";"%SystemRoot%\system32\svchost.exe";;"Ssdpsrv";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"WPDMTP-UPnPHost-In-TCP";"Périphériques mobiles sans fil (UPnP-Entrée)";"Règle de trafic entrant pour les périphériques mobiles sans fil pour autoriser l’utilisation du Plug-and-Play universel. [TCP 2869]";"@FirewallAPI.dll,-30502";"False";"Any";"";"Inbound";"Allow";"Block";"False";"False";;"Any";"LocalSubnet";"TCP";"2869";"Any";"Any";"Any";"System";;"Any";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"WPDMTP-UPnPHost-Out-TCP";"Périphériques mobiles sans fil ((UPnP-Sortie)";"Règle de trafic sortant pour les périphériques mobiles sans fil qui autorise l’utilisation de périphériques Plug-and-Play universels. [TCP]";"@FirewallAPI.dll,-30502";"False";"Any";"";"Outbound";"Allow";"Block";"False";"False";;"Any";"LocalSubnet";"TCP";"Any";"2869";"Any";"Any";"%SystemRoot%\system32\svchost.exe";;"fdphost";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"WPDMTP-UPnP-Out-TCP";"Périphériques mobiles sans fil (Trafic sortant sur l’hôte de périphérique Plug-and-Play universel)";"Règle de trafic sortant pour les périphériques mobiles sans fil qui autorise l’utilisation de périphériques Plug-and-Play universels. [TCP]";"@FirewallAPI.dll,-30502";"False";"Any";"";"Outbound";"Allow";"Block";"False";"False";;"Any";"LocalSubnet";"TCP";"Any";"2869";"Any";"Any";"%SystemRoot%\system32\svchost.exe";;"upnphost";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"MCX-SSDPSrv-In-UDP";"Unités Media Center Extender - SSDP (UDP-Entrée)";"Règle de trafic entrant pour les unités Media Center Extender pour autoriser l’utilisation du protocole SSDP (Simple Service Discovery Protocol). [UDP 1900]";"@FirewallAPI.dll,-30752";"False";"Any";"";"Inbound";"Allow";"Block";"False";"False";;"Any";"LocalSubnet";"UDP";"1900";"Any";"Any";"Any";"%SystemRoot%\system32\svchost.exe";;"Ssdpsrv";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"MCX-SSDPSrv-Out-UDP";"Unités Media Center Extender - SSDP (UDP-Sortie)";"Règle de trafic sortant pour les unités Media Center Extender pour autoriser l’utilisation du protocole SSDP (Simple Service Discovery Protocol). [UDP 1900]";"@FirewallAPI.dll,-30752";"False";"Any";"";"Outbound";"Allow";"Block";"False";"False";;"Any";"LocalSubnet";"UDP";"Any";"1900";"Any";"Any";"%SystemRoot%\system32\svchost.exe";;"Ssdpsrv";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"MCX-In-TCP";"Unités Media Center Extender - RSTP (TCP-Entrée)";"Règle de trafic entrant pour les unités Media Center Extender qui autorise le contrôle AV RSTP. [TCP 554, TCP 8554-8558]";"@FirewallAPI.dll,-30752";"False";"Any";"";"Inbound";"Allow";"Block";"False";"False";;"Any";"LocalSubnet";"TCP";"554,8554,8555,8556,8557,8558";"Any";"Any";"Any";"%SystemRoot%\ehome\ehshell.exe";;"Any";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
